file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,simplicity,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff,gabor_0,gabor_15,gabor_30,gabor_45,gabor_60,gabor_75,gabor_90,gabor_105,gabor_120,gabor_135,gabor_150,gabor_165,EH_0,EH_1,EH_2,EH_3,EH_4,EH_5,EH_6,EH_7,EH_8,EH_9,EH_10,EH_11,EH_12,EH_13,EH_14,EH_15,EH_16,entropy
0062,480,360,0.286679,0.304068,0.156918,0.348501,0.36964,0.14021,0.36482,0.386948,0.151523,0.337753,0.344897,0.130977,10.8743,11.5233,10.2253,12.3003,3,0.0819593,0.0842002,0.0647482,0.00265747,0.00719424,0.0125547,0.0968586,0.25,0.416667,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,4,2,2,2,4,4,2,2,2,2,2,2,2,0.545362
0063,480,360,0.334961,0.421691,0.0313077,0.347148,0.437034,0.0255256,0.317891,0.4002,0.033581,0.340132,0.419732,0.0246958,10.9208,11.5532,10.2885,12.3619,3,0.00509572,0.00510415,0,0,0,0,0.125568,0.299997,0.499996,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,2,4,2,3,2,2,2,2,2,2,2,2,0.639698
0064,1280,720,0.0839311,0.0762836,0.0714352,0.272687,0.24784,0.0668969,0.643382,0.58476,0.0613742,0.135896,0.230252,0.0558774,10.8974,11.529,10.2657,12.3287,3,0.136678,0.143022,0.104651,0.0059425,0.0116279,0.00966712,0.0908711,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,1,1,4,2,1,1,4,2,1,1,1,0.551771
0065,1280,720,0.373297,0.490658,0.0255636,0.309407,0.406681,0.0289985,0.317296,0.417051,0.0294212,1,0.4243,0.0271188,11.1097,11.7822,10.4373,12.5597,3,0.0178673,0.0179708,0.013986,0.000509634,0,0.00148087,0.199537,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,3,1,1,1,3,1,1,4,1,1,1,4,1,0.640342
0066,1280,720,0.185441,0.301761,0.127082,0.419487,0.682613,0.105999,0.395072,0.642884,0.0936126,0.261371,0.552912,0.0692232,11.0709,11.7356,10.4062,12.5132,3,0.0340366,0.0344148,0.016129,0.000833543,0,0.00164453,0.0823839,0.299701,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,0.576004
0067,1280,720,0.356672,0.49346,0.137252,0.33699,0.466229,0.120216,0.306338,0.423822,0.128064,0.247895,0.460248,0.120041,11.0639,11.7301,10.3977,12.5021,3,0.134451,0.140554,0.0869565,0.00320973,0,0.0163683,0.116678,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,1,1,1,1,1,1,1,4,2,2,1,1,0.569593
0068,1280,720,0.407517,0.378478,0.0900163,0.305613,0.283836,0.0924979,0.286869,0.266428,0.0726512,0.212892,0.303969,0.0815408,11.0373,11.7059,10.3687,12.4614,3,0.19115,0.203735,0.613757,0.187473,0.312169,0.110509,0.11661,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,4,1,1,4,3,3,4,3,4,1,4,4,0.561944
0069,1280,720,0.384502,0.368807,0.0789945,0.312047,0.29931,0.0875184,0.30345,0.291064,0.0945141,0.0478298,0.312713,0.0827963,10.9596,11.6278,10.2913,12.3741,3,0.203507,0.217868,0.583333,0.142561,0.237179,0.0353402,0.0686576,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,4,4,1,1,4,4,1,1,4,4,1,1,4,0.566499
0070,640,360,0.347716,0.660162,0.107489,0.326535,0.619949,0.111941,0.325749,0.618455,0.12513,0.146942,0.619239,0.108614,10.9264,11.6056,10.2472,12.3395,3,0.0701262,0.0717577,0.0201342,0.000570994,0,2.63193e-05,0.0806803,0.3,0.5,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,0.576563
0071,1280,720,0.338839,0.456521,0.0932787,0.32722,0.440867,0.0911695,0.333941,0.449923,0.0997492,0.623412,0.437696,0.0876242,10.9828,11.6679,10.2976,12.4074,3,0.127048,0.132497,0.0884354,0.00379951,0,0.00728291,0.131568,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,4,1,1,4,1,1,1,2,1,2,1,0.622779
0072,406,278,0.323047,0.126394,0.1061,0.321194,0.125669,0.104033,0.35576,0.139193,0.100966,0.0690846,0.125275,0.100938,10.8656,11.5533,10.1779,12.2699,3,0.196896,0.210349,0.058296,0.0133868,0,0.0113163,0.0661298,0.2997,0.499501,0.0470283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,4,3,1,1,4,4,3,1,4,3,2,2,4,0.429539
0073,1280,720,0.387868,0.540038,0.124005,0.399636,0.556423,0.126501,0.212496,0.295864,0.127172,0.498031,0.511422,0.115114,10.8594,11.5517,10.1671,12.2546,3,0.0602902,0.0614946,0.0204082,0.000525174,0,0.000746965,0.114184,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,0.575522
0074,1280,720,0.312119,0.402711,0.144599,0.32525,0.419653,0.146102,0.36263,0.467882,0.16492,0.349393,0.411754,0.144512,10.8258,11.486,10.1656,12.222,3,0.19012,0.202649,0.0125786,0.000660459,0,0,0.0718877,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,0.570012
0075,1280,720,0.36703,0.402021,0.152451,0.330461,0.361965,0.157375,0.30251,0.331349,0.167329,0.22223,0.363056,0.152264,10.8305,11.5024,10.1586,12.2275,3,0.145478,0.152701,0.092437,0.00427992,0,0.0109408,0.103546,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.589767
0076,1280,720,0.326458,0.419236,0.125497,0.343373,0.440959,0.128585,0.330168,0.424001,0.15488,0.996957,0.42395,0.124839,10.9087,11.5875,10.2299,12.3126,3,0.0431195,0.0437312,0.148352,0.0142657,0.0494505,0.0456583,0.138855,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,4,1,1,1,1,2,1,4,1,1,1,1,0.60615
0077,1280,720,0.333907,0.605419,0.147151,0.3299,0.598154,0.181874,0.336193,0.609563,0.218645,0.339768,0.589743,0.166218,10.8956,11.5922,10.1989,12.3038,3,0.0425887,0.0431855,0.61039,0.0857592,0.160173,0.0732111,0.108594,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,0.581401
0078,1280,720,0.35635,0.24159,0.0913739,0.325164,0.220447,0.0832585,0.318486,0.21592,0.0815695,0.422297,0.221824,0.0838013,10.9061,11.634,10.1783,12.3332,3,0.109308,0.113327,0,0,0,0,0.0934886,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,2,3,3,2,1,0.499817
0079,1280,720,0.337744,0.471797,0.145609,0.327895,0.45804,0.168017,0.334361,0.467073,0.179705,0.515994,0.453938,0.155827,10.9007,11.617,10.1844,12.3302,3,0.0700404,0.0716691,0.177215,0.0208681,0.0126582,0.00752048,0.0995185,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,0.558314
0080,1280,720,0.401457,0.49652,0.14245,0.328441,0.406213,0.134939,0.270102,0.334061,0.124441,0.535331,0.416552,0.130942,10.9223,11.6145,10.2302,12.3585,3,0.0273942,0.0276398,0.245283,0.00981464,0,0.0251572,0.109039,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.529639
0081,1280,720,0.258793,0.400532,0.0280078,0.347747,0.538204,0.0321663,0.39346,0.608954,0.0456296,0.0341884,0.49503,0.0298746,10.8828,11.5564,10.2092,12.3125,3,0.1607,0.169545,0,0,0,0,0.0639718,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.567469
0082,1280,720,0.357692,0.668825,0.145545,0.350104,0.654638,0.143021,0.292204,0.546373,0.171368,0.462538,0.633703,0.135874,10.9207,11.5886,10.2528,12.3664,3,0.0390825,0.0395841,0.188889,0.0101278,0.0222222,0.0154575,0.143599,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,4,1,3,1,2,1,1,2,2,2,1,2,0.577897
0083,1280,720,0.487849,0.739621,0.357902,0.268554,0.40715,0.189466,0.243597,0.369314,0.159349,0.165624,0.492321,0.223488,10.8407,11.4994,10.1821,12.2719,3,0.163192,0.172334,0.0703518,0.00301265,0.00502513,0.000453247,0.0814636,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,2,1,1,2,4,2,2,1,1,1,0.484659
0084,640,360,0.371269,0.512977,0.311466,0.339006,0.468399,0.295903,0.289725,0.400308,0.260152,0.205148,0.464513,0.286474,10.7816,11.4337,10.1296,12.2033,3,0.0590895,0.0602488,0.08,0.00341406,0,0.00960971,0.0872465,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,0.439882
0085,1280,720,0.360501,0.497135,0.0909746,0.308055,0.424812,0.0835889,0.331445,0.457067,0.0956848,0.0866405,0.441195,0.0812641,10.7371,11.3881,10.0861,12.1519,3,0.152626,0.16062,0.0588235,0.00307292,0,0.00434998,0.0734986,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,1,4,4,1,2,2,2,2,2,1,0.559864
0086,1280,720,0.494541,0.258233,0.140926,0.32214,0.168211,0.119408,0.183318,0.0957227,0.102462,0.0796777,0.183023,0.118089,10.6392,11.2642,10.0142,12.0443,3,0.0653447,0.0667716,0,0,0,0,0.0468262,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.503552
0087,1280,720,0.418989,0.554858,0.070186,0.328561,0.435107,0.0902214,0.25245,0.334315,0.0913603,0.168332,0.45024,0.0808208,10.6332,11.2519,10.0145,12.0298,3,0.0792719,0.0813822,0.245283,0.0101996,0,0.0221513,0.103246,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,4,1,4,2,4,1,4,4,4,2,2,2,4,0.60272
0088,1280,720,0.327643,0.569979,0.198025,0.329367,0.572978,0.189041,0.342989,0.596675,0.181214,0.214344,0.563405,0.186742,10.6101,11.2433,9.97689,12.0068,3,0.104475,0.108174,0.300781,0.0267101,0.046875,0.0687883,0.0949922,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.546648
0089,1280,720,0.365352,0.482511,0.0857239,0.334451,0.4417,0.0795033,0.300197,0.396463,0.0858605,0.158427,0.439764,0.079076,10.598,11.2423,9.95376,11.9952,3,0.24356,0.264669,0.803738,0.115183,0.0186916,0.126901,0.115578,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0.568692
0090,1280,720,0.357978,0.388758,0.110293,0.34655,0.376347,0.100155,0.295472,0.320878,0.0908209,0.362109,0.366247,0.0992635,10.6218,11.2617,9.98197,12.0227,3,0.0803625,0.0825328,0.0985915,0.00977425,0,0.0168462,0.124335,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,4,4,1,1,1,1,4,2,2,2,2,4,0.591016
0091,1280,720,0.374149,0.642155,0.222811,0.318272,0.546253,0.191136,0.307579,0.527901,0.194602,0.265956,0.561477,0.189954,10.6051,11.2568,9.9534,12.0065,3,0.0557822,0.0568199,0.0521739,0.00209364,0,0.00900256,0.100595,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,1,4,1,4,4,1,1,1,1,4,1,4,0.444039
0092,1280,720,0.269963,0.365787,0.0723778,0.437661,0.593009,0.0631097,0.292376,0.396156,0.0798786,0.362193,0.492556,0.0641056,10.6164,11.2638,9.96898,12.0179,3,0.00139099,0.00139163,0,0,0,0,0.115627,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,1,2,2,4,3,2,2,2,2,2,2,0.608831
0093,1280,720,0.411504,0.164943,0.0130733,0.319502,0.128066,0.0101584,0.268994,0.107821,0.00899221,0.321149,0.134038,0.0106611,10.6473,11.3304,9.96429,12.0446,3,0.0158306,0.015913,0.360248,0.00787292,0,0.0124711,0.125927,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,0.380936
0094,480,360,0.319568,0.447027,0.0650678,0.339526,0.474945,0.0697582,0.340906,0.476876,0.0711971,0.0903864,0.457505,0.0669954,10.6429,11.3215,9.96426,12.0394,3,0.142745,0.149734,0.149254,0.00533349,0,0.0594088,0.0872961,0.25,0.416667,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,4,1,1,1,4,1,1,1,1,0.617469
0095,1280,720,0.318544,0.435149,0.0481235,0.357535,0.488412,0.0448369,0.323921,0.442494,0.098799,0.243674,0.457881,0.0373704,10.6478,11.3034,9.99228,12.0442,3,0.0463523,0.0470656,0.0137931,0.000396911,0,0.00108181,0.125527,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,3,3,2,2,3,3,2,2,2,1,2,0.614739
0096,1280,676,0.345957,0.561023,0.124462,0.341944,0.554516,0.128932,0.3121,0.506118,0.132926,0.526509,0.540016,0.123926,10.642,11.2904,9.99355,12.0442,3,0.0673395,0.0688558,0.0130719,0.00103367,0,0.000102525,0.135076,0.25,0.416667,0.360533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,1,2,0.577633
0097,1280,720,0.381564,0.360922,0.0973549,0.334439,0.316346,0.0940132,0.283997,0.268632,0.102307,0.132784,0.317759,0.0932169,10.5983,11.2519,9.94482,11.9959,3,0.0810944,0.0833066,0.0552147,0.00297314,0,0.00300734,0.0709507,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,4,4,4,1,4,4,1,1,4,4,4,1,4,0.513211
0098,1280,720,0.370945,0.479675,0.146856,0.331587,0.428779,0.15501,0.297468,0.384661,0.147096,0.457471,0.430227,0.14592,10.6179,11.2797,9.95615,12.0212,3,0.0704259,0.0720873,0.311475,0.0259085,0.0327869,0.0358406,0.114446,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,1,1,1,1,1,4,4,1,1,4,4,4,0.583352
0099,1280,720,0.391599,0.336068,0.040651,0.321659,0.276046,0.0318088,0.286741,0.246079,0.0296605,0.0821503,0.284733,0.0311986,10.5861,11.2415,9.93067,11.985,3,0.131983,0.137947,0.0102041,0.000708041,0,0,0.0735511,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,1,4,1,1,2,1,2,1,2,3,2,1,0.548839
0100,1280,720,0.350281,0.44667,0.0568961,0.361962,0.461566,0.0311324,0.287757,0.366941,0.0308965,0.732026,0.437419,0.034807,10.6334,11.284,9.98275,12.0266,3,0.0201314,0.0202648,0.0298507,0.000795955,0,0.00396059,0.163011,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,2,3,4,4,1,1,4,2,1,1,4,0.624963
0101,640,360,0.378608,0.529237,0.0398262,0.330828,0.462447,0.0469772,0.290564,0.406164,0.073347,0.0981564,0.466526,0.0437482,10.6192,11.2651,9.97328,12.0094,3,0.170086,0.180111,0,0,0,0,0.0917349,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,1,4,1,1,4,4,4,1,2,4,2,4,0.617237
0102,1280,720,0.331918,0.407447,0.0574569,0.338374,0.415372,0.0584262,0.329709,0.404735,0.0642372,0.84211,0.403615,0.0552149,10.637,11.2711,10.003,12.0275,3,0.198103,0.211828,0,0,0,0,0.126803,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,4,4,2,2,2,2,4,1,1,1,2,0.597791
0103,640,360,0.359709,0.474741,0.248028,0.333597,0.440278,0.235205,0.306694,0.404772,0.245235,0.135333,0.43765,0.233082,10.6217,11.2536,9.98987,12.012,3,0.0717317,0.0734559,0.0241935,0.00114835,0,0.00439595,0.0952663,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,2,2,2,2,1,0.517401
0104,1280,720,0.389281,0.349007,0.116285,0.353115,0.316582,0.108202,0.257604,0.230953,0.0937596,0.722697,0.310224,0.105075,10.6345,11.2595,10.0095,12.0262,3,0.0154278,0.0155061,0.0291262,0.000782388,0,0.000228441,0.113781,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,1,1,1,2,1,2,2,2,2,2,0.500953
0105,1280,720,0.411046,0.376647,0.0398282,0.330217,0.302582,0.0313261,0.258737,0.237084,0.0398498,1,0.310915,0.032634,10.7983,11.3912,10.2054,12.2077,3,0.0312881,0.03161,0.0330579,0.000975486,0,3.24097e-05,0.22354,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,1,2,3,2,2,3,2,2,2,2,3,2,0.623322
0106,1280,720,0.306284,0.296961,0.0821919,0.357701,0.346813,0.0848504,0.336016,0.325789,0.084662,0.197829,0.32289,0.07931,10.7779,11.3669,10.1888,12.1815,3,0.243755,0.264774,0.0181818,0.00158546,0,0.00144385,0.0549416,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,4,1,1,1,4,1,1,4,4,1,1,1,0.586796
0107,1280,720,0.307651,0.507024,0.184813,0.331515,0.546352,0.187538,0.360834,0.594673,0.235791,0.254973,0.529377,0.175962,10.7671,11.3525,10.1816,12.17,3,0.142562,0.149506,0.566667,0.0814106,0.116667,0.111438,0.0581263,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,1,1,4,1,4,3,4,1,1,1,4,4,4,0.505391
0108,1280,720,0.384556,0.549147,0.0678922,0.310312,0.443125,0.0668841,0.305132,0.43573,0.0698935,0.774678,0.464523,0.0599578,10.7793,11.3682,10.1905,12.1816,3,0.123379,0.128543,0.0904977,0.00441112,0.00452489,0.00858841,0.104774,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,1,1,4,1,4,1,4,1,4,4,1,0.632833
0109,1280,720,0.494874,0.58494,0.141547,0.293972,0.347474,0.0853501,0.211154,0.249583,0.0630534,0.0797481,0.399091,0.0960537,10.7171,11.2987,10.1355,12.1103,3,0.114002,0.118406,0,0,0,0,0.0782979,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,4,1,3,3,4,1,2,0.512811
0110,1280,720,0.333,0.509736,0.245634,0.33291,0.509598,0.274322,0.33409,0.511405,0.270323,0.43062,0.499759,0.258332,10.7115,11.291,10.1319,12.1068,3,0.0879193,0,0.0545455,0.00100142,0,0.0121212,0.131842,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,2,4,4,2,3,1,2,2,1,4,4,4,0.437972
0111,1280,720,0.399923,0.474565,0.205568,0.311396,0.369516,0.159678,0.288681,0.342561,0.146935,0.171428,0.389918,0.167787,10.6945,11.2666,10.1225,12.0874,3,0.12926,0.134956,0.019802,0.00137956,0,0.00384391,0.071458,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,2,2,1,1,2,2,4,1,2,2,2,2,2,0.518925
0112,480,360,0.325216,0.653659,0.233967,0.332318,0.667933,0.242434,0.342466,0.688331,0.250035,0.272288,0.652645,0.235633,10.6767,11.2354,10.1179,12.0701,3,0.0361988,0.0366319,0,0,0,0,0.0724416,0.24,0.4,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,2,2,4,2,2,2,4,2,4,2,2,2,2,0.438623
0113,1280,720,0.350921,0.434677,0.0686328,0.347311,0.430206,0.0619172,0.301768,0.373792,0.0714303,0.321019,0.416667,0.0631081,10.686,11.2341,10.1379,12.0777,3,0.127982,0.133565,0.04,0.00165781,0,0.00381699,0.123009,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,0.63062
0114,1280,720,0.381662,0.121465,0.110715,0.330817,0.105283,0.102316,0.28752,0.0915041,0.0910758,0.069859,0.106342,0.0995781,10.6211,11.1617,10.0806,12.0042,3,0.121824,0.126882,0.0566038,0.00561157,0,0.015341,0.0646801,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,1,0.375243
0115,1280,720,0.358052,0.537435,0.134552,0.336561,0.505177,0.15561,0.305387,0.458385,0.159065,0.614798,0.49935,0.138785,10.6499,11.1922,10.1076,12.0384,3,0.0332661,0.0336319,0.197802,0.0112366,0,0.0449688,0.125241,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,4,1,4,4,4,1,4,2,4,1,2,1,0.588235
0116,1280,720,0.30007,0.424958,0.0322944,0.331863,0.469983,0.0433448,0.368067,0.521256,0.06082,1,0.453169,0.0402966,10.7451,11.3132,10.1769,12.1535,3,0.0109525,0.0109917,0.0319149,0.00206934,0,0.00129328,0.209097,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0.649547
0117,1280,720,0.367506,0.580479,0.167474,0.333793,0.527229,0.148813,0.298701,0.471801,0.142662,0.119443,0.526155,0.147699,10.7236,11.2918,10.1553,12.1305,3,0.133109,0.139151,0.0289855,0.000970146,0,0,0.0723603,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,1,1,2,4,1,1,1,1,1,1,1,1,0.481846
0118,1280,720,0.339551,0.310625,0.0701524,0.33355,0.305135,0.0669648,0.326898,0.29905,0.0692939,0.102796,0.300069,0.0655572,10.7333,11.311,10.1557,12.1314,3,0.254748,0.277828,0.11828,0.0158786,0.0107527,0.0108159,0.0882031,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,0.567116
0119,480,360,0.35837,0.400671,0.0205036,0.358988,0.401362,0.0196973,0.282642,0.316004,0.0303257,0.188578,0.383723,0.0200714,10.7118,11.2692,10.1543,12.1124,3,0.147603,0.155072,0.0169492,0.00048773,0,0.00206049,0.0774108,0.25,0.416667,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.476618
0120,1280,720,0.352207,0.638561,0.125242,0.351049,0.636462,0.132186,0.296743,0.538004,0.132993,0.271511,0.613452,0.125151,10.7116,11.2699,10.1533,12.1131,3,0.039893,0.0404192,0.0444444,0.0027012,0,0.0026289,0.116285,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,1,2,3,4,1,3,2,4,3,2,4,0.597826
0121,1280,720,0.334103,0.224711,0.136862,0.328503,0.220944,0.138462,0.337394,0.226925,0.135988,0.356922,0.218314,0.133466,10.6966,11.2598,10.1335,12.0918,3,0.0101033,0.0101367,0.273092,0.0177581,0.00401606,0.0589548,0.0813904,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,2,4,2,2,1,0.402078
0122,1280,534,0.355111,0.510363,0.13172,0.298633,0.429193,0.110519,0.346257,0.497638,0.129409,0.469926,0.452044,0.116182,10.7114,11.3004,10.1225,12.1109,3,0.0778377,0.0798663,0.0696203,0.00473365,0,0.00335071,0.150294,0.24,0.4,0.2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.551283
0123,1280,720,0.370677,0.621324,0.162452,0.314213,0.52668,0.147617,0.31511,0.528184,0.161536,0.322151,0.544145,0.141652,10.7145,11.3129,10.116,12.1161,3,0.152384,0.160358,0.102362,0.00521305,0,0.0129741,0.12142,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,0.588718
0124,1280,720,0.422592,0.824338,0.0960777,0.345646,0.67424,0.148804,0.231762,0.45209,0.210595,0.201067,0.680072,0.134482,10.7004,11.3021,10.0988,12.1011,3,0.109539,0.113601,0.457627,0.0371359,0.0677966,0.0380359,0.0834027,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,1,1,4,4,1,1,1,4,3,4,1,4,1,0.488522
